"region"	"kjønn"	"alder"	"år"	"Personer"
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1991"	36
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1992"	35
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1993"	33
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1994"	36
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1995"	44
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1996"	46
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1997"	49
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1998"	49
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"1999"	54
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2000"	51
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2001"	49
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2002"	46
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2003"	45
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2004"	54
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2005"	53
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2006"	74
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2007"	72
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2008"	81
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2009"	85
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2010"	85
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2011"	91
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2012"	103
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2013"	110
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2014"	116
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2015"	126
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2016"	137
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2017"	143
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2018"	129
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2019"	129
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2020"	132
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2021"	136
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2022"	155
"K-3029 Lørenskog"	"Kvinner"	"90 år og eldre"	"2023"	157
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1986"	6327
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1987"	6309
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1988"	6291
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1989"	6282
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1990"	6292
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1991"	6350
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1992"	6325
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1993"	6339
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1994"	6455
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1995"	6626
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1996"	6731
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1997"	6879
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1998"	7114
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"1999"	7332
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2000"	7497
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2001"	7621
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2002"	7760
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2003"	7877
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2004"	8096
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2005"	8201
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2006"	8396
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2007"	8611
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2008"	8784
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2009"	8877
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2010"	8994
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2011"	9115
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2012"	9232
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2013"	9362
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2014"	9467
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2015"	9591
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2016"	9661
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2017"	9746
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2018"	9783
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2019"	9892
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2020"	9871
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2021"	9915
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2022"	10014
"K-3030 Lillestrøm"	"Menn"	"0-17 år"	"2023"	10074
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1986"	12334
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1987"	12708
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1988"	13154
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1989"	13423
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1990"	13561
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1991"	13631
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1992"	13686
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1993"	13695
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1994"	13644
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1995"	13648
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1996"	13545
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1997"	13509
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1998"	13603
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"1999"	13889
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2000"	14003
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2001"	14168
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2002"	14238
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2003"	14364
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2004"	14385
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2005"	14558
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2006"	15004
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2007"	15451
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2008"	16166
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2009"	16610
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2010"	16949
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2011"	17292
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2012"	17808
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2013"	18096
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2014"	18308
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2015"	18261
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2016"	18513
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2017"	18568
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2018"	18965
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2019"	19278
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2020"	19195
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2021"	19272
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2022"	19841
"K-3030 Lillestrøm"	"Menn"	"18-49 år"	"2023"	20567
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1986"	4399
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1987"	4395
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1988"	4403
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1989"	4425
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1990"	4451
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1991"	4525
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1992"	4559
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1993"	4579
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1994"	4667
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1995"	4780
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1996"	4939
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1997"	5149
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1998"	5320
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"1999"	5437
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2000"	5513
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2001"	5615
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2002"	5779
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2003"	5875
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2004"	6022
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2005"	6134
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2006"	6287
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2007"	6510
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2008"	6723
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2009"	6894
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2010"	7103
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2011"	7294
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2012"	7416
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2013"	7550
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2014"	7681
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2015"	7868
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2016"	8101
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2017"	8420
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2018"	8623
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2019"	8980
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2020"	9220
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2021"	9507
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2022"	9909
"K-3030 Lillestrøm"	"Menn"	"50-66 år"	"2023"	10296
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1986"	1875
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1987"	1891
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1988"	1951
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1989"	1992
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1990"	2044
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1991"	2089
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1992"	2123
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1993"	2147
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1994"	2192
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1995"	2227
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1996"	2242
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1997"	2225
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1998"	2249
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"1999"	2309
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2000"	2355
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2001"	2338
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2002"	2352
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2003"	2357
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2004"	2379
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2005"	2430
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2006"	2427
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2007"	2508
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2008"	2561
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2009"	2600
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2010"	2678
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2011"	2802
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2012"	2941
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2013"	3096
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2014"	3291
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2015"	3462
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2016"	3580
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2017"	3690
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2018"	3803
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2019"	3930
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2020"	3906
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2021"	4012
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2022"	4113
"K-3030 Lillestrøm"	"Menn"	"67-79 år"	"2023"	4188
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1986"	391
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1987"	407
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1988"	398
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1989"	405
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1990"	410
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1991"	395
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1992"	419
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1993"	434
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1994"	449
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1995"	480
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1996"	491
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1997"	516
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1998"	537
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"1999"	540
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2000"	556
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2001"	601
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2002"	625
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2003"	637
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2004"	663
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2005"	686
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2006"	733
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2007"	767
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2008"	815
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2009"	832
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2010"	854
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2011"	864
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2012"	885
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2013"	891
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2014"	917
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2015"	925
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2016"	966
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2017"	979
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2018"	1054
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2019"	1081
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2020"	1114
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2021"	1165
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2022"	1220
"K-3030 Lillestrøm"	"Menn"	"80-89 år"	"2023"	1257
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1986"	31
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1987"	33
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1988"	42
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1989"	40
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1990"	36
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1991"	39
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1992"	40
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1993"	46
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1994"	34
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1995"	42
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1996"	43
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1997"	50
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1998"	47
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"1999"	52
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2000"	46
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2001"	48
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2002"	42
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2003"	47
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2004"	47
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2005"	53
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2006"	63
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2007"	68
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2008"	69
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2009"	72
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2010"	91
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2011"	105
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2012"	109
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2013"	126
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2014"	121
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2015"	121
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2016"	137
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2017"	146
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2018"	146
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2019"	150
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2020"	158
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2021"	171
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2022"	189
"K-3030 Lillestrøm"	"Menn"	"90 år og eldre"	"2023"	190
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1986"	5969
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1987"	5899
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1988"	5790
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1989"	5734
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1990"	5753
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1991"	5746
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1992"	5783
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1993"	5815
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1994"	5901
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1995"	6045
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1996"	6204
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1997"	6318
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1998"	6523
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"1999"	6766
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2000"	6942
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2001"	7004
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2002"	7179
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2003"	7342
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2004"	7622
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2005"	7776
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2006"	7984
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2007"	8152
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2008"	8386
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2009"	8552
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2010"	8692
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2011"	8758
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2012"	8828
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2013"	8990
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2014"	9074
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2015"	9100
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2016"	9261
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2017"	9321
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2018"	9323
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2019"	9474
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2020"	9413
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2021"	9416
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2022"	9552
"K-3030 Lillestrøm"	"Kvinner"	"0-17 år"	"2023"	9676
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1986"	11865
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1987"	12255
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1988"	12689
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1989"	12880
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1990"	13016
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1991"	13184
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1992"	13194
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1993"	13190
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1994"	13185
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1995"	13215
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1996"	13150
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1997"	13049
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1998"	13138
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"1999"	13378
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2000"	13571
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2001"	13648
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2002"	13853
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2003"	14056
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2004"	14196
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2005"	14327
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2006"	14717
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2007"	15136
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2008"	15610
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2009"	15856
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2010"	16214
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2011"	16571
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2012"	16889
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2013"	17070
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2014"	17448
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2015"	17502
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2016"	17602
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2017"	17730
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2018"	17898
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2019"	18319
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2020"	18222
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2021"	18211
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2022"	18566
"K-3030 Lillestrøm"	"Kvinner"	"18-49 år"	"2023"	19121
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1986"	4486
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1987"	4499
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1988"	4455
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1989"	4456
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1990"	4478
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1991"	4511
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1992"	4521
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1993"	4553
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1994"	4697
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1995"	4869
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1996"	4985
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1997"	5188
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1998"	5356
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"1999"	5489
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2000"	5587
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2001"	5691
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2002"	5828
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2003"	5940
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2004"	6063
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2005"	6184
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2006"	6356
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2007"	6546
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2008"	6727
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2009"	6871
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2010"	7064
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2011"	7200
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2012"	7192
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2013"	7266
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2014"	7328
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2015"	7478
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2016"	7673
"K-3030 Lillestrøm"	"Kvinner"	"50-66 år"	"2017"	7871
