region;fagutdanning;alder;sektor;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
K.3030 Lillestrøm;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3030 Lillestrøm;Lege med spesialitet;Alle aldre;Statsforvaltningen;8.0;13.0;15.0;23.0;23.0;23.0;23.0;23.0;26.0;22.0;25.0;26.0;23.0;23.0;28.0
K.3030 Lillestrøm;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;56.0;68.0;58.0;61.0;67.0;64.0;68.0;68.0;65.0;71.0;69.0;76.0;80.0;86.0;83.0
K.3030 Lillestrøm;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Hjelpepleier;Alle aldre;Kommuneforvaltningen;122.0;127.0;125.0;120.0;118.0;112.0;104.0;109.0;100.0;101.0;98.0;96.0;90.0;94.0;86.0
K.3031 Nittedal;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Hjelpepleier;Alle aldre;Statsforvaltningen;0.0;8.0;8.0;9.0;9.0;6.0;5.0;10.0;10.0;8.0;7.0;9.0;8.0;8.0;5.0
K.3031 Nittedal;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;44.0;47.0;41.0;42.0;32.0;30.0;28.0;26.0;25.0;23.0;12.0;10.0;9.0;11.0;27.0
K.3031 Nittedal;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;0.0;46.0;6.0;9.0;21.0;38.0;41.0;51.0;65.0;74.0;83.0;92.0;99.0;111.0
K.3031 Nittedal;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;1.5;1.5;1.5;3.0;3.0;3.0;3.0;0.0;1.5;1.5;3.0
K.3031 Nittedal;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;0.0;3.0;3.0;5.0;5.0;3.0;3.0;3.0;8.0;7.0;5.0;3.0
K.3031 Nittedal;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;29.0;31.0;31.0;32.0;30.0;28.0;23.0;22.0;23.0;22.0;18.0;18.0;17.0;16.0;17.0
K.3031 Nittedal;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Omsorgsarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
K.3031 Nittedal;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;6.0;7.0;9.0;5.0;7.0;8.0;8.0;8.0;7.0;4.0;5.0;5.0;5.0;9.0;7.0
K.3031 Nittedal;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Sykepleier;Alle aldre;Kommuneforvaltningen;59.0;59.0;68.0;66.0;69.0;77.0;82.0;89.0;90.0;99.0;103.0;111.0;114.0;116.0;116.0
K.3031 Nittedal;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Sykepleier;Alle aldre;Statsforvaltningen;0.0;31.0;33.0;59.0;69.0;58.0;54.0;73.0;84.0;51.0;49.0;47.0;51.0;51.0;49.0
K.3031 Nittedal;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;62.0;65.0;60.0;61.0;62.0;64.0;62.0;60.0;65.0;67.0;15.0;15.0;16.0;16.0;61.5
K.3031 Nittedal;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;3.0;3.0;3.0;3.0;4.0;6.0;4.0;6.0;5.0;7.0;5.0;10.0;8.0;8.0;9.0
K.3031 Nittedal;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Lege uten spesialitet;Alle aldre;Statsforvaltningen;0.0;3.0;0.0;3.0;3.0;3.0;3.0;0.0;3.0;0.0;7.0;7.0;3.0;3.0;8.0
K.3031 Nittedal;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;18.0;14.0;8.0;8.0;9.0;11.0;12.0;12.0;11.0;10.0;4.0;4.0;3.0;3.0;0.0
K.3031 Nittedal;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
K.3031 Nittedal;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3031 Nittedal;Lege med spesialitet;Alle aldre;Statsforvaltningen;0.0;5.0;6.0;6.0;12.0;11.0;13.0;16.0;15.0;6.0;6.0;7.0;6.0;6.0;5.0
K.3031 Nittedal;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;20.0;22.0;27.0;30.0;29.0;31.0;31.0;25.0;28.0;33.0;22.0;23.0;24.0;21.0;26.0
K.3031 Nittedal;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Hjelpepleier;Alle aldre;Kommuneforvaltningen;222.0;237.0;238.0;229.0;232.0;216.0;208.0;212.0;209.0;197.0;173.0;170.0;156.0;147.0;146.0
K.3033 Ullensaker;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Hjelpepleier;Alle aldre;Statsforvaltningen;11.0;16.0;15.0;14.0;13.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;11.0;11.0;8.0
K.3033 Ullensaker;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;26.0;23.0;17.0;17.0;17.0;19.0;18.0;18.0;20.0;19.0;30.0;23.0;21.0;18.0;22.0
K.3033 Ullensaker;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;77.5;4.0;16.0;26.0;38.0;49.0;74.0;81.0;108.0;126.0;153.0;166.0;177.0;201.0
K.3033 Ullensaker;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;3.0
K.3033 Ullensaker;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;0.0;0.0;3.5;5.0;4.0;3.0;9.0;5.0;4.0;4.0;5.0;3.0
K.3033 Ullensaker;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;32.0;28.0;31.0;32.0;30.0;35.0;30.0;26.0;22.0;22.0;20.0;21.0;21.0;20.0;16.0
K.3033 Ullensaker;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Omsorgsarbeider;Alle aldre;Statsforvaltningen;0.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;0.0;3.0;3.0;3.0
K.3033 Ullensaker;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;8.0;7.0;8.0;6.0;7.0;6.0;9.0;10.0;10.0;10.0;8.0;9.0;4.0;6.0;8.0
K.3033 Ullensaker;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Sykepleier;Alle aldre;Kommuneforvaltningen;146.0;151.0;149.0;152.0;160.0;163.0;167.0;183.0;217.0;229.0;246.0;255.0;262.0;263.0;280.0
K.3033 Ullensaker;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Sykepleier;Alle aldre;Statsforvaltningen;13.0;27.0;25.0;31.0;34.0;33.0;36.0;33.0;34.0;33.0;25.0;27.0;33.0;33.0;126.0
K.3033 Ullensaker;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;11.0;5.0;6.0;10.0;7.0;8.0;14.0;7.0;12.0;9.0;165.0;139.0;121.0;78.0;81.0
K.3033 Ullensaker;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;9.0;9.0;4.0;3.0;5.0;5.0;6.0;9.0;15.0;9.0;12.0;14.0;17.0;18.0;14.0
K.3033 Ullensaker;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Lege uten spesialitet;Alle aldre;Statsforvaltningen;16.0;6.0;11.0;8.0;5.0;7.0;7.0;3.0;3.0;4.0;11.0;10.0;7.0;7.0;19.0
K.3033 Ullensaker;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;19.0;15.0;24.0;20.0;18.0;17.0;19.0;15.0;13.0;13.0;23.0;21.0;22.0;30.0;24.0
K.3033 Ullensaker;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;0.0;3.0;0.0;3.0;3.0;3.0
K.3033 Ullensaker;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3033 Ullensaker;Lege med spesialitet;Alle aldre;Statsforvaltningen;16.0;13.0;12.0;7.0;6.0;6.0;9.0;10.0;10.0;11.0;10.0;13.0;10.0;10.0;24.0
K.3033 Ullensaker;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;11.0;12.0;13.0;17.0;16.0;16.0;16.0;18.0;21.0;22.0;61.0;52.0;44.0;37.0;34.0
K.3033 Ullensaker;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Hjelpepleier;Alle aldre;Kommuneforvaltningen;222.0;220.0;218.0;211.0;209.0;204.0;188.0;191.0;183.0;174.0;171.0;173.0;171.0;163.0;162.0
K.3035 Eidsvoll;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Hjelpepleier;Alle aldre;Statsforvaltningen;44.0;28.0;23.0;28.0;19.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;46.0;44.0;45.0;46.0;46.0;39.0;44.0;32.0;26.0;30.0;22.0;26.0;25.0;20.0;23.0
K.3035 Eidsvoll;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;0.0;3.0;13.0;22.0;27.0;39.0;43.0;62.0;75.0;91.0;99.0;118.0;130.0;141.0
K.3035 Eidsvoll;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;15.0;5.0;5.0;10.0;14.0;10.0;16.0;23.0;26.0;22.0;20.0;21.0;27.0
K.3035 Eidsvoll;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;37.0;39.0;36.0;36.0;39.0;36.0;30.0;29.0;26.0;19.0;17.0;12.0;13.0;14.0;13.0
K.3035 Eidsvoll;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Omsorgsarbeider;Alle aldre;Statsforvaltningen;5.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;8.0;7.0;7.0;8.0;8.0;8.0;7.0;8.0;9.0;8.0;5.0;4.0;4.0;3.0;4.0
K.3035 Eidsvoll;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Sykepleier;Alle aldre;Kommuneforvaltningen;62.0;61.0;66.0;71.0;61.0;82.0;88.0;105.0;106.0;114.0;115.0;134.0;161.0;174.0;178.0
K.3035 Eidsvoll;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Sykepleier;Alle aldre;Statsforvaltningen;55.0;52.0;49.0;61.0;47.0;7.0;10.0;3.0;4.0;3.0;10.0;10.0;10.0;10.0;5.0
K.3035 Eidsvoll;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;131.0;131.0;107.0;136.0;144.0;163.0;159.0;150.0;140.0;143.0;28.0;38.0;30.0;28.0;35.0
K.3035 Eidsvoll;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;5.0;4.0;4.0;5.0;7.0;3.0;3.0
K.3035 Eidsvoll;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Lege uten spesialitet;Alle aldre;Statsforvaltningen;3.0;4.0;4.0;5.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;10.0;12.0;14.0;15.0;15.0;18.0;14.0;10.0;12.0;11.0;12.0;11.0;6.0;9.0;9.0
K.3035 Eidsvoll;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Lege med spesialitet;Alle aldre;Statsforvaltningen;9.0;9.0;8.0;11.0;12.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3035 Eidsvoll;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;24.0;25.0;23.0;21.0;25.0;28.0;27.0;27.0;28.0;30.0;9.0;11.0;11.0;13.0;14.0
K.3035 Eidsvoll;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Hjelpepleier;Alle aldre;Kommuneforvaltningen;190.0;199.0;193.0;178.0;177.0;176.0;165.0;147.0;136.0;134.0;126.0;119.0;114.0;109.0;105.0
K.3049 Lier;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Hjelpepleier;Alle aldre;Statsforvaltningen;50.0;52.0;53.0;50.0;50.0;46.0;39.0;29.0;27.0;28.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;47.0;49.0;61.0;64.0;56.0;51.0;57.0;49.0;45.0;53.0;53.0;51.0;42.0;43.0;43.0
K.3049 Lier;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;0.0;52.0;4.0;17.0;25.0;43.0;47.0;57.0;75.0;73.0;97.0;105.0;125.0;153.0
K.3049 Lier;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;3.0;5.0;4.0;7.0;9.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;17.0;8.0;11.0;13.0;15.0;19.0;19.0;26.0;27.0;29.0;36.0;39.0
K.3049 Lier;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;32.0;28.0;28.0;27.0;22.0;20.0;19.0;21.0;19.0;14.0;13.0;14.0;13.0;11.0;11.0
K.3049 Lier;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Omsorgsarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;5.0;7.0;7.0;7.0;5.0;6.0;7.0;7.0;7.0;7.0;5.0;6.0;6.0;7.0;5.0
K.3049 Lier;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Sykepleier;Alle aldre;Kommuneforvaltningen;84.0;77.0;83.0;86.0;93.0;100.0;102.0;105.0;130.0;135.0;146.0;140.0;141.0;145.0;162.0
K.3049 Lier;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Sykepleier;Alle aldre;Statsforvaltningen;136.0;135.0;130.0;138.0;146.0;147.0;125.0;99.0;87.0;102.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;25.0;25.0;32.0;35.0;40.0;42.0;45.0;50.0;48.0;50.0;57.0;55.0;52.0;54.0;50.0
K.3049 Lier;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;6.0;6.0;6.0;6.0;3.0;3.0;3.0;0.0;7.0;6.0;6.0;4.0;8.0;9.0;10.0
K.3049 Lier;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Lege uten spesialitet;Alle aldre;Statsforvaltningen;11.0;15.0;15.0;19.0;16.0;19.0;18.0;15.0;15.0;21.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;6.0;7.0;11.0;7.0;14.0;12.0;11.0;10.0;10.0;12.0;9.0;11.0;12.0;11.0;14.0
K.3049 Lier;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;0.0;0.0;3.0;0.0;3.0;3.0;3.0
K.3049 Lier;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Lege med spesialitet;Alle aldre;Statsforvaltningen;16.0;12.0;12.0;13.0;15.0;15.0;14.0;12.0;14.0;11.0;0.0;0.0;0.0;0.0;0.0
K.3049 Lier;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;18.0;18.0;19.0;16.0;21.0;24.0;21.0;23.0;24.0;26.0;20.0;18.0;20.0;20.0;24.0
K.3049 Lier;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.0301 Oslo;Hjelpepleier;Alle aldre;Kommuneforvaltningen;2802.0;2801.0;2714.0;2695.0;2503.0;2306.0;2060.0;1857.0;1739.0;1628.0;1517.0;1486.0;2060.0;2060.0;1276.0
K.0301 Oslo;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.0301 Oslo;Hjelpepleier;Alle aldre;Statsforvaltningen;804.0;798.0;789.0;696.0;670.0;605.0;591.0;547.0;515.0;498.0;447.0;420.0;376.0;369.0;346.0
K.0301 Oslo;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;1231.0;1301.0;1213.0;1181.0;1149.0;1147.0;1215.0;1181.0;1143.0;1072.0;986.0;853.0;721.0;674.0;567.0
K.0301 Oslo;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.0301 Oslo;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;8.0;65.0;238.0;349.0;479.0;584.0;702.0;812.0;937.0;1065.0;1214.0;584.0;584.0;1724.0
K.0301 Oslo;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.0301 Oslo;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;4.0;8.0;20.0;33.0;51.0;59.0;77.0;90.0;108.0;145.0;170.0;189.0;214.0
K.0301 Oslo;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;822.5;43.0;115.0;216.0;418.0;608.0;747.0;898.0;1080.0;1061.0;1181.0;1150.0;1227.0;1165.0
K.0301 Oslo;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.0301 Oslo;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;354.0;341.0;327.0;330.0;303.0;281.0;259.0;245.0;213.0;207.0;183.0;174.0;259.0;259.0;147.0
K.0301 Oslo;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.0301 Oslo;Omsorgsarbeider;Alle aldre;Statsforvaltningen;12.0;11.0;12.0;13.0;14.0;15.0;16.0;14.0;15.0;13.0;11.0;12.0;12.0;13.0;13.0
K.0301 Oslo;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;86.0;94.0;81.0;75.0;69.0;87.0;84.0;84.0;82.0;81.0;78.0;72.0;65.0;66.0;58.0
K.0301 Oslo;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
